item,unit,grams_per_unit,portion_label,display_contains,display_excludes,evidence,reason
apple,small,149,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_apple_small_20260413),SR28 small apple with skin is 149g.
rosemary,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_rosemary_dash_20260413),Dash quantity for dried rosemary uses generic dry-seasoning dash.
oregano,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_oregano_fresh_dash_20260413),Dash quantity for oregano leaves uses generic dry-seasoning dash in current mapper output.
parsley flake,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_parsley_flake_dash_20260413),Dash quantity for parsley flakes uses generic dry-seasoning dash.
thyme,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_thyme_dash_20260413),Dash quantity for dried thyme uses generic dry-seasoning dash.
chili powder,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_chili_powder_dash_20260413),Dash quantity for chili powder uses generic dry-seasoning dash.
fresh dill,dash,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_fresh_dill_dash_20260413),Dash quantity for dill weed uses generic dry-seasoning dash in current mapper output.
lawry's seasoned salt,tsp,6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_lawrys_seasoned_salt_tsp_20260413),Seasoned salt teaspoon uses salt-like 6g teaspoon default.
potatoes,count,213,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_potatoes_count_20260413),SR28 medium potato is 213g; bare plural potato count uses medium potato weight.
honeydews,cup,170,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_honeydews_cup_20260413),SR28 honeydew diced cup is 170g.
raspberry,punnet,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_raspberry_punnet_20260413),One small berry punnet defaults to 250g for calculator quantity when package weight is absent.
red leaf lettuce,cup,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_red_leaf_lettuce_cup_20260413),SR28 red leaf lettuce shredded cup is 28g.
radicchio,head,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_radicchio_head_20260413),SR28 radicchio has a 40g shredded cup and 8g leaf; small recipe head proxy uses 40g for chopped salad usage.
radicchio,cup,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_radicchio_cup_20260413),SR28 radicchio shredded cup is 40g.
boneless skinless chicken breast halves,count,86,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_chicken_breast_halves_count_20260413),SR28 cooked chicken breast portion is 0.5 breast bone/skin removed = 86g; one recipe half uses 86g.
fresh cilantro,bunch,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_cilantro_bunch_20260413),Cilantro bunch estimate; recipe 1/3 bunch with 15 sprigs yields about 30g consumed.
green onion,bunch,75,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_green_onion_bunch_20260413),Recipe note 1/3 bunch equals 4-6 green onions; one bunch default is 75g.
radishe,count,4.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_radishe_count_20260413),SR28 raw medium radish is 4.5g; bare radish count uses medium radish.
pimento stuffed olive,count,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_pimento_stuffed_olive_count_20260413),One pimento-stuffed olive estimate from SR28 green olive/pimento portions.
monterey jack pepper cheese,cup,132,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_monterey_jack_pepper_cheese_cup_20260413),SR28 Monterey cheese diced cup is 132g; small cubes use diced cup measure.
bacon,cup,108,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_bacon_cup_20260413),Cooked minced bacon cup estimate from SR28 cooked bacon slice weight and common chopped bacon cup density.
almond,tbsp,6.75,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_almond_tbsp_20260413),Derived from SR28 slivered/sliced almond cup weights for chopped tablespoon use.
broccoli floret,cup,91,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_broccoli_floret_cup_20260413),SR28 raw broccoli chopped cup is 91g; small florets use chopped cup measure.
red onion,slice,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_red_onion_slice_20260413),Red onion slice estimate from medium onion weight and typical slice count.
parmesan cheese,tsp,1.67,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_parmesan_cheese_tsp_20260413),SR28 grated parmesan tablespoon is 5g; teaspoon is 1.67g.
french fried onions,cup,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_french_fried_onions_cup_20260413),Crunchy fried onion topping cup uses seasoned crouton cup proxy until direct SR28 row is available.
german honey,tsp,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_honey_tsp_20260413),SR28 honey tablespoon is 21g so teaspoon is 7g.
oil-and-vinegar dressing,tbsp,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_oil_vinegar_dressing_tbsp_20260413),SR28 vinegar-and-oil dressing tablespoon is 16g.
onion seeds,tbsp,8.8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_black_onion_seed_tbsp_20260413),SR28 poppy seed tablespoon proxy is 8.8g.
unripe conference pears,medium,178,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_conference_pear_medium_20260413),SR28 raw pear medium is 178g.
hot candy,cup,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_red_hot_candy_cup_20260413),Hard red candy uses sugar cup proxy at 200g per cup.
butter lettuce leaf,count,7.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_butter_lettuce_leaf_20260413),SR28 butterhead lettuce medium leaf is 7.5g.
butter lettuce leaf,leaf,7.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_butter_lettuce_leaf_unit_20260413),SR28 butterhead lettuce medium leaf is 7.5g.
amish starter,cup,125,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_amish_starter_cup_20260413),Starter batter uses flour-equivalent solids estimate for calculator nutrition proxy.
nuts,cup,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_nuts_cup_20260413),Generic chopped nuts use SR28 walnut pieces cup weight as a mixed nut estimate.
carrot,tbsp,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_carrot_tbsp_20260413),SR28 chopped carrot cup is 128g so tablespoon is 8g.
granny smith apple,slice,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_granny_smith_apple_slice_20260413),SR28 Granny Smith sliced cup is 109g; one apple slice uses 14g estimate.
gulden's mustard,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_guldens_mustard_tbsp_20260413),SR28 prepared mustard teaspoon is 5g so tablespoon is 15g.
fried onions,cup,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_fried_onions_cup_20260413),Crispy fried onion garnish uses the established fried-onion topping cup estimate.
oat flakes,tbsp,5.06,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_oat_flakes_tbsp_20260413),SR28 dry oats cup is 81g so tablespoon is 5.06g.
rye flake,tbsp,10.56,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_rye_flake_tbsp_20260413),SR28 rye grain cup is 169g so tablespoon is 10.56g.
wheat flake,tbsp,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_wheat_flake_tbsp_20260413),Small dry wheat flake tablespoon estimate for multigrain mixes.
oat groats,tbsp,9.75,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_oat_groats_tbsp_20260413),SR28 oats cup is 156g so tablespoon is 9.75g.
mixed sprout,cup,33,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_mixed_sprout_cup_20260413),SR28 raw alfalfa sprout cup is 33g.
walnut,tbsp,7.31,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_walnut_tbsp_20260413),SR28 chopped walnut cup is 117g so tablespoon is 7.31g.
oregano,tsp,1,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_oregano_tsp_20260413),SR28 dried oregano teaspoon leaves is 1g.
raisin,tbsp,9.06,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_raisin_tbsp_20260413),SR28 raisins unpacked cup is 145g so tablespoon is 9.06g.
chive blossoms,blossom,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_chive_blossom_each_20260413),Chive blossom garnish uses small fresh chive gram estimate.
chicken,medium,1046,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_medium_chicken_20260413),SR28 whole broiler/fryer chicken portion is 1046g per chicken.
strawberry ginger salad dressing,tbsp,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_strawberry_ginger_dressing_tbsp_20260413),SR28 oil-and-vinegar dressing tablespoon is 16g.
balsamic raisin vinaigrette,tbsp,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_balsamic_raisin_vinaigrette_tbsp_20260413),SR28 fat-free Italian dressing tablespoon is 14g.
balsamico vinegar,tbsp,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_balsamico_vinegar_tbsp_20260413),SR28 balsamic vinegar tablespoon is 16g.
nam pla,tbsp,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_nam_pla_tbsp_20260413),SR28 soy sauce tablespoon proxy is 16g.
swiss chard,bunch,340,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_external_swiss_chard_bunch_20260414),Reviewed external produce-converter evidence supplied for standard fresh Swiss chard bunch at about 3/4 lb / 340g; used only when SR28 lacks a bunch portion.
dry penne pasta,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_dry_penne_cup_20260414),SR28 enriched dry pasta has a penne-specific cup portion of 95g.
uncooked penne pasta,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_uncooked_penne_cup_20260414),SR28 enriched dry pasta has a penne-specific cup portion of 95g.
penne pasta,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_penne_pasta_cup_20260414),SR28 enriched dry pasta has a penne-specific cup portion of 95g for dry/uncooked blocker rows.
dry macaroni,cup,122,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_dry_macaroni_cup_20260414),SR28 enriched dry pasta has an elbows/macaroni cup portion of 122g.
uncooked macaroni,cup,122,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_uncooked_macaroni_cup_20260414),SR28 enriched dry pasta has an elbows/macaroni cup portion of 122g.
macaroni,cup,122,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_macaroni_cup_20260414),SR28 enriched dry pasta has an elbows/macaroni cup portion of 122g for uncooked macaroni blocker rows.
bay leaves,count,0.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_bay_leaves_count_20260414),Reviewed culinary estimate for one dried bay leaf when recipe gives a leaf count and SR28 only supplies crumbled tsp/tbsp portions.
romano cheese,cup,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_oneblocker_romano_cup_20260414),Romano cheese grated cup uses hard-grated cheese proxy matching SR28 parmesan grated cup density.
romano cheese,tbsp,6.25,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_oneblocker_romano_tbsp_20260414),Romano cheese tablespoon derived from 100g grated cup / 16.
romano cheese,tsp,2.083,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_oneblocker_romano_tsp_20260414),Romano cheese teaspoon derived from 100g grated cup / 48.
almond flour,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_flour_cup_20260414),SR28 almonds provide a cup ground portion at 95g; almond flour uses almond nutrition with ground-almond volume grams.
almond flour,tbsp,5.938,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_flour_tbsp_20260414),Derived from SR28 ground almond cup 95g / 16 for almond flour tablespoons.
almond flour,tsp,1.979,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_flour_tsp_20260414),Derived from SR28 ground almond cup 95g / 48 for almond flour teaspoons.
almond meal,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_meal_cup_20260414),SR28 almonds provide a cup ground portion at 95g; almond meal uses almond nutrition with ground-almond volume grams.
almond meal,tbsp,5.938,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_meal_tbsp_20260414),Derived from SR28 ground almond cup 95g / 16 for almond meal tablespoons.
almond meal,tsp,1.979,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_sr28_ground_almond_meal_tsp_20260414),Derived from SR28 ground almond cup 95g / 48 for almond meal teaspoons.
cashew flour,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_flour_cup_20260414),SR28 has no cashew flour cup; use the reviewed ground-nut cup form from SR28 ground almonds rather than whole-cashew cup grams.
cashew flour,tbsp,5.938,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_flour_tbsp_20260414),Derived from reviewed ground-nut cup 95g / 16 for cashew flour tablespoons.
cashew flour,tsp,1.979,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_flour_tsp_20260414),Derived from reviewed ground-nut cup 95g / 48 for cashew flour teaspoons.
cashew meal,cup,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_meal_cup_20260414),SR28 has no cashew meal cup; use the reviewed ground-nut cup form from SR28 ground almonds rather than whole-cashew cup grams.
cashew meal,tbsp,5.938,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_meal_tbsp_20260414),Derived from reviewed ground-nut cup 95g / 16 for cashew meal tablespoons.
cashew meal,tsp,1.979,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_ground_cashew_meal_tsp_20260414),Derived from reviewed ground-nut cup 95g / 48 for cashew meal teaspoons.
