gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
25293003019,2058023,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293003330,2086441,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293003484,2086459,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293003866,1575644,"DARK CHOCOLATE DELICIOUS ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""delicious"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""],""STOPWORD"":[""delicious""]}"
25293003941,2098221,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293004092,2098223,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293004320,2466742,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
25293005570,2466659,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,dark,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Dark,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
30034944162,2484319,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
30034948580,2552040,"CHOCOLATE PLANT-BASED ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],"{""diet"":[""plant based""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""DIET"":[""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""],""STOPWORD"":[""based""]}"
36069938817,1901269,"HOT COCOA, CHOCOLATE ALMOND",single,Snack,Chocolate,Chocolate,chocolate,chocolate,,,,hot,[],[],{},,,[],Snack > Chocolate > Chocolate > Hot,1.0,[],"{""CATEGORY"":[""chocolate"",""almond""],""FLAVOR_UNIVERSAL"":[""hot"",""cocoa"",""chocolate"",""almond""],""FORM"":[""chocolate""],""STOPWORD"":[""hot""],""STORAGE"":[""hot""]}"
36800451353,1387741,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41220093182,2621137,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41220850839,2621287,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41303018576,2474972,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41415400634,2485426,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570056257,2500395,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570068373,2621825,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570109373,1898280,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570110294,2086063,"CHOCOLATE ALMOND MILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570110928,2079898,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570110959,2077960,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570131282,2468172,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
41570500118,2147041,"MEXICAN HOT CHOCOLATE ALMONDMILK, MEXICAN HOT CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,mexican,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Mexican,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""CUISINE"":[""mexican""],""FLAVOR_UNIVERSAL"":[""mexican"",""hot"",""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""],""STOPWORD"":[""hot""],""STORAGE"":[""hot""]}"
41679322017,1977361,"RICH CHOCOLATE MOBILITY DAILY NUTRITIONAL DRINK, RICH CHOCOLATE",single,Beverage,Beverages,Drink,nutritional,drink,,,,,"[""rich"",""chocolate""]",[],"{""diet"":[""nutritional""]}",,,[],Beverage > Beverages > Drink > Rich-Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""nutritional""],""DIET"":[""nutritional""],""FLAVOR_UNIVERSAL"":[""rich"",""chocolate""],""FORM"":[""chocolate"",""drink""],""STOPWORD"":[""rich"",""nutritional"",""drink""]}"
52603065078,2473480,"ORGANIC CHOCOLATE ALMOND PLANT-BASED BEVERAGE, CHOCOLATE",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""chocolate"",""almond""]",[],"{""diet"":[""organic"",""plant based""]}",,,[],Beverage > Beverages > Beverage > Chocolate-Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""chocolate"",""almond""],""DIET"":[""organic"",""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond""],""FORM"":[""chocolate"",""beverage""],""STOPWORD"":[""based"",""beverage""]}"
71464019839,2545348,"ALMOND MILK & PLANT PROTEIN BEVERAGE, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],"{""diet"":[""protein""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""protein"",""chocolate""],""DIET"":[""plant"",""protein""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""beverage"",""chocolate""],""STOPWORD"":[""and"",""beverage""]}"
72036714084,2472318,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
73438001727,1891132,"ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""chocolate""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""chocolate""]}"
75450125115,1552875,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
7789032696,2141122,"DARK CHOCOLATE WITH CINNAMON GLAZED PECANS, DARK CHOCOLATE",combo_pack,Snack,Combo Packs,Dipper,chocolate,glazed,,glazed,,dark,[],[],{},,dipper,"[""chocolate"",""pecans""]",Snack > Combo Packs > Dipper > Chocolate + Pecans,1.0,[],"{""CATEGORY"":[""chocolate"",""pecans""],""COLOR"":[""dark""],""FLAVOR_UNIVERSAL"":[""dark"",""chocolate"",""cinnamon"",""glazed""],""FORM"":[""chocolate"",""glazed""],""PREPARATION_STATE"":[""glazed""],""STOPWORD"":[""with""]}"
7789048017,2473111,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
7789053466,2281764,"CHOCOLATE FLAVORED ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""flavored"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
77890534663,2479428,"CHOCOLATE FLAVORED ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""flavored"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
78742267586,2524656,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
85239051726,2635145,"PEPPERMINT HOT COCOA INDULGENT TRAIL MIX WITH COCOA DUSTED AND SWEET CREME ALMONDS, WHITE CHOCOLATE PEPPERMINT PRETZELS, CHOCOLATE CHUNKS & WHITE CHOCOLATE MARSHMALLOW BITS, PEPPERMINT HOT COCOA",single,Snack,Trail Mix,Trail,trail,trail mix,chunks,,,peppermint,[],"[""almonds""]","{""sweetener"":[""sweet""]}",,,[],Snack > Trail Mix > Trail > Trail Mix > Peppermint,1.0,[],"{""BRAND_NOISE"":[""peppermint"",""peppermint""],""CATEGORY"":[""trail mix"",""trail"",""mix"",""creme"",""almonds"",""chocolate""],""COLOR"":[""white"",""white""],""CUT"":[""chunks"",""bits""],""FLAVOR_UNIVERSAL"":[""peppermint"",""hot"",""cocoa"",""cocoa"",""sweet"",""white""],""FORM"":[""trail"",""mix"",""chocolate"",""pretzels"",""chocolate"",""chocolate""],""STOPWORD"":[""hot"",""indulgent"",""with"",""and"",""sweet"",""and""],""STORAGE"":[""hot""],""SWEETENER"":[""sweet""]}"
96619277797,2475252,"CHOCOLATE BANANA ALMOND NON-DAIRY BEVERAGE, CHOCOLATE BANANA ALMOND",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""chocolate"",""banana"",""almond""]",[],{},,,[],Beverage > Beverages > Beverage > Chocolate-Banana-Almond,1.0,[],"{""CATEGORY"":[""chocolate"",""banana"",""almond""],""DIET"":[""dairy""],""FLAVOR_UNIVERSAL"":[""chocolate"",""banana"",""almond""],""FORM"":[""chocolate"",""beverage""],""STOPWORD"":[""non"",""beverage""]}"
99482493493,2544381,"CHOCOLATE ALMOND ORGANIC NON-DAIRY BEVERAGE, CHOCOLATE ALMOND",single,Beverage,Beverages,Beverage,almond,beverage,,,,,"[""chocolate"",""almond""]",[],"{""diet"":[""organic""]}",,,[],Beverage > Beverages > Beverage > Chocolate-Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""chocolate"",""almond""],""DIET"":[""organic"",""dairy""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond""],""FORM"":[""chocolate"",""beverage""],""STOPWORD"":[""non"",""beverage""]}"
6.0788E+11,2476133,"ULTRA-PASTEURIZED ALMONDMILK, ALMOND CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,pasteurized,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""almond"",""chocolate""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""almond"",""chocolate""],""FORM"":[""milk"",""chocolate""],""STOPWORD"":[""ultra""],""STORAGE"":[""pasteurized""]}"
6.43844E+11,2340114,"CHOCOLATE MILKSHAKE 100% WHEY PROTEIN POWDER, CHOCOLATE MILKSHAKE",single,Pantry,Protein Powders,Whey Protein,whey,protein powder,,,,chocolate,[],[],"{""diet"":[""whey"",""protein""]}",,,[],Pantry > Protein Powders > Whey Protein,1.0,[],"{""CATEGORY"":[""chocolate"",""whey"",""protein""],""DIET"":[""whey"",""protein""],""FLAVOR_UNIVERSAL"":[""chocolate""],""FORM"":[""chocolate"",""powder""]}"
6.88267E+11,2507283,"ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""chocolate""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""chocolate""]}"
6.88268E+11,2470574,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
7.08821E+11,2637818,"CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
8.18094E+11,2491056,"ROCKSTAR, ROASTED ENERGY + COFEE DRINK WITH ALMOND MILK, WHITE CHOCOLATE, WHITE CHOCOLATE",combo_pack,Snack,Combo Packs,Dipper,almond,milk,,roasted,,roasted,[],[],"{""diet"":[""energy""]}",,dipper,"[""energy"",""almond milk"",""chocolate""]",Snack > Combo Packs > Dipper > Energy + Almond Milk + Chocolate,1.0,[],"{""BRAND_NOISE"":[""rockstar""],""CATEGORY"":[""energy"",""almond"",""milk"",""chocolate""],""COLOR"":[""white""],""DIET"":[""energy""],""FLAVOR_UNIVERSAL"":[""roasted"",""almond"",""milk"",""white"",""chocolate""],""FORM"":[""roasted"",""drink"",""milk"",""chocolate""],""PREPARATION_STATE"":[""roasted""],""STOPWORD"":[""and"",""drink"",""with""]}"
8.5003E+11,2587253,"CHOCOLATE PREMIUM PLANT-BASED ALMOND MILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],"{""diet"":[""plant based""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk""],""DIET"":[""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""chocolate"",""premium"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""],""STOPWORD"":[""premium"",""based""]}"
8.52736E+11,2461427,"CHOCOLATE DAIRY + ALMOND LACTOSE FREE LOWFAT MILK WITH ALMOND BLEND, CHOCOLATE",combo_pack,Snack,Combo Packs,Dipper,almond,milk,,,,chocolate,[],[],"{""diet"":[""lactose free""],""fat"":[""low fat"",""fat""]}",,dipper,"[""chocolate"",""almond""]",Snack > Combo Packs > Dipper > Chocolate + Almond,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""milk"",""almond"",""blend""],""DIET"":[""dairy"",""lactose free"",""lactose"",""free""],""FAT"":[""low fat"",""fat""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk"",""almond""],""FORM"":[""chocolate"",""milk"",""blend""],""STOPWORD"":[""and"",""free"",""low"",""with""]}"
8.52909E+11,1910685,"PURE ALMONDMILK, CHOCOLATE PROTEIN",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],"{""diet"":[""protein""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""chocolate"",""protein""],""DIET"":[""protein""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""chocolate""],""STOPWORD"":[""pure""]}"
8.52909E+11,1910683,"PURE ALMOND MILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""chocolate""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""chocolate""],""STOPWORD"":[""pure""]}"
8.55917E+11,2490676,"ALMOND MILK, RAW CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,raw,,chocolate,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""CATEGORY"":[""almond"",""milk"",""chocolate""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""chocolate""],""FORM"":[""milk"",""chocolate""],""PREPARATION_STATE"":[""raw""]}"
8.55917E+11,2489707,"NUMOO, CHOCOLATE ALMOND NUT MILK",single,Beverage,Dairy Milk,Milk,nut,milk,,,,chocolate,[],[],{},,,[],Beverage > Dairy Milk > Milk,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""nut"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""nut"",""milk""],""FORM"":[""chocolate"",""milk""]}"
8.56063E+11,2468246,"CHOCOLATE ALMOND PROTEIN POWDER, CHOCOLATE",single,Pantry,Protein Powders,Almond Protein,almond,protein powder,,,,chocolate,[],[],"{""diet"":[""protein""]}",,,[],Pantry > Protein Powders > Almond Protein,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""protein""],""DIET"":[""protein""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond""],""FORM"":[""chocolate"",""powder""]}"
8.56063E+11,2468245,"CHOCOLATE ALMOND PROTEIN POWDER, CHOCOLATE",single,Pantry,Protein Powders,Almond Protein,almond,protein powder,,,,chocolate,[],[],"{""diet"":[""protein""]}",,,[],Pantry > Protein Powders > Almond Protein,1.0,[],"{""CATEGORY"":[""chocolate"",""almond"",""protein""],""DIET"":[""protein""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond""],""FORM"":[""chocolate"",""powder""]}"
8.59484E+11,2270068,"ORGANIC CHOCOLATE ALMONDMILK, CHOCOLATE",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,chocolate,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Chocolate,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""chocolate"",""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""chocolate"",""almond"",""milk""],""FORM"":[""chocolate"",""milk""]}"
8.60007E+11,2587695,"CHOCOLATE SUNFLOWER MILK, CHOCOLATE",single,Beverage,Dairy Milk,Milk,sunflower,milk,,,,chocolate,[],[],{},,,[],Beverage > Dairy Milk > Milk,1.0,[],"{""CATEGORY"":[""chocolate"",""sunflower"",""milk""],""FLAVOR_UNIVERSAL"":[""chocolate"",""sunflower"",""milk""],""FORM"":[""chocolate"",""milk""]}"
8.64524E+11,2281025,"CHOCOLATE BANANAMILK, CHOCOLATE",single,Snack,Chocolate,Chocolate,chocolate,chocolate,,,,,[],[],{},,,[],Snack > Chocolate > Chocolate,1.0,[],"{""CATEGORY"":[""chocolate""],""FLAVOR_UNIVERSAL"":[""chocolate""],""FORM"":[""chocolate""]}"
